# == pyFAI calibration ==
# Distance Sample to Detector: 17.99987109375 m
# PONI: 4.691e-01, 8.478e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 17999.871 mm
# Center: x=113.045, y=62.551 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.999969899654389e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_18p0\integration/integ_080415_L_18p0m.dat
#       q_nm^-1              I           sigma 
  3.442948e-03    3.523222e+02   3.113949e+01
  3.974745e-03    2.466787e+02   2.170929e+01
  4.506543e-03    1.361213e+02   6.563777e+00
  5.038341e-03    8.758108e+01   3.679738e+00
  5.570139e-03    6.128753e+01   1.986070e+00
  6.101937e-03    4.936662e+01   1.439574e+00
  6.633734e-03    3.895226e+01   9.376626e-01
  7.165532e-03    3.005703e+01   7.853167e-01
  7.697330e-03    2.577361e+01   7.366256e-01
  8.229128e-03    2.329696e+01   6.607495e-01
  8.760926e-03    1.983072e+01   5.924519e-01
  9.292723e-03    1.695973e+01   4.760246e-01
  9.824521e-03    1.458561e+01   3.991477e-01
  1.035632e-02    1.363297e+01   3.970158e-01
  1.088812e-02    1.290962e+01   3.837944e-01
  1.141991e-02    1.240779e+01   3.586715e-01
  1.195171e-02    1.069236e+01   3.647871e-01
  1.248351e-02    9.981678e+00   3.589770e-01
  1.301531e-02    9.343611e+00   3.109101e-01
  1.354711e-02    8.797832e+00   2.470487e-01
  1.407890e-02    8.071085e+00   2.349197e-01
  1.461070e-02    8.018020e+00   2.577174e-01
  1.514250e-02    7.026124e+00   2.408621e-01
  1.567430e-02    7.261858e+00   2.387362e-01
  1.620609e-02    6.904947e+00   2.305733e-01
  1.673789e-02    6.281082e+00   2.016344e-01
  1.726969e-02    6.145680e+00   2.183831e-01
  1.780149e-02    5.684810e+00   1.846308e-01
  1.833329e-02    6.001916e+00   2.147283e-01
  1.886508e-02    5.652595e+00   2.045745e-01
  1.939688e-02    5.082897e+00   1.671099e-01
  1.992868e-02    5.210019e+00   1.895249e-01
  2.046048e-02    5.269612e+00   2.008084e-01
  2.099227e-02    4.872171e+00   1.799959e-01
  2.152407e-02    4.652355e+00   1.915007e-01
  2.205587e-02    4.773814e+00   1.705762e-01
  2.258767e-02    4.631658e+00   1.739949e-01
  2.311947e-02    4.451364e+00   1.491319e-01
  2.365126e-02    4.624552e+00   1.724540e-01
  2.418306e-02    4.380966e+00   1.671295e-01
  2.471486e-02    4.147661e+00   1.710859e-01
  2.524666e-02    4.190711e+00   1.648462e-01
  2.577845e-02    4.354705e+00   1.415558e-01
  2.631025e-02    3.682837e+00   1.396158e-01
  2.684205e-02    3.950620e+00   1.410084e-01
  2.737385e-02    3.684677e+00   1.452283e-01
  2.790565e-02    3.878494e+00   1.451997e-01
  2.843744e-02    3.797790e+00   1.385060e-01
  2.896924e-02    3.795295e+00   1.328170e-01
  2.950104e-02    3.387416e+00   1.294533e-01
  3.003284e-02    3.468091e+00   1.235225e-01
  3.056464e-02    3.472566e+00   1.257086e-01
  3.109643e-02    3.507852e+00   1.357957e-01
  3.162823e-02    3.551318e+00   1.208306e-01
  3.216003e-02    3.336612e+00   1.227260e-01
  3.269183e-02    3.501186e+00   1.336430e-01
  3.322362e-02    3.490573e+00   1.344830e-01
  3.375542e-02    3.325548e+00   1.136186e-01
  3.428722e-02    3.403804e+00   1.405262e-01
  3.481902e-02    3.127902e+00   1.419688e-01
  3.535082e-02    3.598024e+00   1.431315e-01
  3.588261e-02    3.199038e+00   1.346361e-01
  3.641441e-02    3.247843e+00   1.396676e-01
  3.694621e-02    3.226407e+00   1.525211e-01
  3.747801e-02    3.246757e+00   1.352874e-01
  3.800980e-02    3.317890e+00   1.555648e-01
  3.854160e-02    3.265756e+00   1.524289e-01
  3.907340e-02    3.154236e+00   1.531598e-01
  3.960520e-02    3.200976e+00   1.328931e-01
  4.013700e-02    3.133177e+00   1.568710e-01
  4.066879e-02    3.052094e+00   1.345476e-01
  4.120059e-02    3.071622e+00   1.403911e-01
  4.173239e-02    3.213647e+00   1.443190e-01
  4.226419e-02    2.965559e+00   1.308813e-01
  4.279598e-02    2.918748e+00   1.486932e-01
  4.332778e-02    3.108770e+00   1.484109e-01
  4.385958e-02    3.467330e+00   1.601358e-01
  4.439138e-02    3.311753e+00   1.421330e-01
  4.492318e-02    3.097484e+00   1.447056e-01
  4.545497e-02    3.152018e+00   1.496945e-01
  4.598677e-02    3.312207e+00   1.491560e-01
  4.651857e-02    2.977341e+00   1.503173e-01
  4.705037e-02    2.884443e+00   1.497043e-01
  4.758216e-02    2.904054e+00   1.428550e-01
  4.811396e-02    2.820484e+00   1.417373e-01
  4.864576e-02    2.920229e+00   1.412615e-01
  4.917756e-02    3.109883e+00   1.554344e-01
  4.970936e-02    3.108012e+00   1.566143e-01
  5.024115e-02    2.714534e+00   1.417296e-01
  5.077295e-02    3.125289e+00   1.530547e-01
  5.130475e-02    2.855411e+00   1.378690e-01
  5.183655e-02    2.993754e+00   1.478727e-01
  5.236834e-02    2.889006e+00   1.375438e-01
