# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080394_A_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    2.435035e+02   1.187347e+01
  1.487312e-02    2.065198e+02   1.182396e+01
  1.635425e-02    2.552773e+02   9.907979e+00
  1.783537e-02    2.324525e+02   8.719019e+00
  1.931650e-02    2.317815e+02   5.352323e+00
  2.079763e-02    2.398089e+02   3.851684e+00
  2.227876e-02    2.388780e+02   3.399063e+00
  2.375988e-02    2.248893e+02   2.762448e+00
  2.524101e-02    2.241742e+02   2.677666e+00
  2.672214e-02    2.221501e+02   2.300977e+00
  2.820327e-02    2.167801e+02   2.490123e+00
  2.968439e-02    2.154585e+02   2.095461e+00
  3.116552e-02    2.155114e+02   2.292962e+00
  3.264665e-02    2.088922e+02   2.603971e+00
  3.412778e-02    2.174632e+02   2.244739e+00
  3.560890e-02    2.147912e+02   2.108144e+00
  3.709003e-02    2.065223e+02   2.220074e+00
  3.857116e-02    2.144018e+02   2.058471e+00
  4.005229e-02    2.131235e+02   2.083459e+00
  4.153341e-02    2.075784e+02   1.957568e+00
  4.301454e-02    2.082320e+02   2.138469e+00
  4.449567e-02    2.116099e+02   2.183125e+00
  4.597679e-02    2.158405e+02   1.906967e+00
  4.745792e-02    2.081108e+02   2.146016e+00
  4.893905e-02    2.055505e+02   1.799746e+00
  5.042018e-02    2.100156e+02   1.848822e+00
  5.190130e-02    2.086855e+02   1.654281e+00
  5.338243e-02    2.098622e+02   1.881227e+00
  5.486356e-02    2.100727e+02   1.831568e+00
  5.634469e-02    2.031638e+02   1.762978e+00
  5.782581e-02    2.058079e+02   1.706441e+00
  5.930694e-02    2.063736e+02   1.716397e+00
  6.078807e-02    2.042934e+02   1.669688e+00
  6.226920e-02    2.044453e+02   1.578924e+00
  6.375032e-02    2.016271e+02   1.653986e+00
  6.523145e-02    2.042406e+02   1.484561e+00
  6.671258e-02    2.042672e+02   1.603167e+00
  6.819370e-02    2.049398e+02   1.673818e+00
  6.967483e-02    2.024872e+02   1.674659e+00
  7.115596e-02    2.013722e+02   1.464656e+00
  7.263709e-02    2.040770e+02   1.616540e+00
  7.411821e-02    2.029405e+02   1.492913e+00
  7.559934e-02    2.028264e+02   1.534210e+00
  7.708047e-02    2.031977e+02   1.455386e+00
  7.856160e-02    1.995767e+02   1.296433e+00
  8.004272e-02    2.007995e+02   1.493911e+00
  8.152385e-02    2.008384e+02   1.466935e+00
  8.300498e-02    2.015850e+02   1.453970e+00
  8.448611e-02    2.013287e+02   1.376581e+00
  8.596723e-02    2.019584e+02   1.444818e+00
  8.744836e-02    2.013938e+02   1.384703e+00
  8.892949e-02    2.010524e+02   1.367491e+00
  9.041061e-02    1.986779e+02   1.357765e+00
  9.189174e-02    2.019240e+02   1.424116e+00
  9.337287e-02    1.993547e+02   1.512731e+00
  9.485400e-02    1.997686e+02   1.532566e+00
  9.633512e-02    1.991356e+02   1.290964e+00
  9.781625e-02    1.983336e+02   1.335199e+00
  9.929738e-02    1.964195e+02   1.336578e+00
  1.007785e-01    1.968164e+02   1.395253e+00
  1.022596e-01    1.971437e+02   1.257415e+00
  1.037408e-01    1.965391e+02   1.328018e+00
  1.052219e-01    1.947442e+02   1.226195e+00
  1.067030e-01    1.974841e+02   1.409029e+00
  1.081841e-01    1.974128e+02   1.174954e+00
  1.096653e-01    1.969945e+02   1.302408e+00
  1.111464e-01    1.968615e+02   1.246428e+00
  1.126275e-01    1.954208e+02   1.218020e+00
  1.141087e-01    1.952126e+02   1.234762e+00
  1.155898e-01    1.936571e+02   1.250709e+00
  1.170709e-01    1.951910e+02   1.175485e+00
  1.185520e-01    1.964040e+02   1.174617e+00
  1.200332e-01    1.949039e+02   1.224445e+00
  1.215143e-01    1.928430e+02   1.162335e+00
  1.229954e-01    1.936850e+02   1.243896e+00
  1.244765e-01    1.947154e+02   1.185778e+00
  1.259577e-01    1.918202e+02   1.139310e+00
  1.274388e-01    1.923121e+02   1.282568e+00
  1.289199e-01    1.927452e+02   1.286362e+00
  1.304011e-01    1.924475e+02   1.458078e+00
  1.318822e-01    1.928963e+02   1.284129e+00
  1.333633e-01    1.897397e+02   1.286557e+00
  1.348444e-01    1.921418e+02   1.397796e+00
  1.363256e-01    1.953671e+02   1.816829e+00
  1.378067e-01    1.935863e+02   1.591803e+00
  1.392878e-01    1.953106e+02   1.658188e+00
  1.407689e-01    1.952021e+02   1.712727e+00
  1.422501e-01    1.927208e+02   1.821918e+00
  1.437312e-01    1.900450e+02   1.750248e+00
