# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080369_T_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    6.616525e+00   1.352715e+00
  1.487312e-02    5.953643e+00   1.450251e+00
  1.635425e-02    3.031086e+00   5.679168e-01
  1.783537e-02    2.589035e+00   4.163770e-01
  1.931650e-02    2.000734e+00   3.555013e-01
  2.079763e-02    1.667373e+00   2.245654e-01
  2.227876e-02    1.277229e+00   1.799102e-01
  2.375988e-02    1.346906e+00   1.761452e-01
  2.524101e-02    9.221613e-01   1.297100e-01
  2.672214e-02    1.289034e+00   1.420497e-01
  2.820327e-02    7.339333e-01   1.024885e-01
  2.968439e-02    6.399308e-01   1.064530e-01
  3.116552e-02    5.677440e-01   9.737126e-02
  3.264665e-02    6.218945e-01   1.001121e-01
  3.412778e-02    5.928161e-01   9.351975e-02
  3.560890e-02    5.206866e-01   8.932031e-02
  3.709003e-02    5.704194e-01   7.957235e-02
  3.857116e-02    3.255307e-01   6.331243e-02
  4.005229e-02    4.595811e-01   6.575982e-02
  4.153341e-02    4.029030e-01   7.237219e-02
  4.301454e-02    5.120683e-01   7.757012e-02
  4.449567e-02    5.223122e-01   6.528772e-02
  4.597679e-02    3.988265e-01   6.901840e-02
  4.745792e-02    2.835111e-01   5.739118e-02
  4.893905e-02    2.623541e-01   5.021118e-02
  5.042018e-02    2.988720e-01   5.606681e-02
  5.190130e-02    2.710401e-01   5.417638e-02
  5.338243e-02    2.878092e-01   5.055289e-02
  5.486356e-02    2.727849e-01   5.027289e-02
  5.634469e-02    2.936408e-01   4.863092e-02
  5.782581e-02    3.838933e-01   5.871402e-02
  5.930694e-02    2.621451e-01   4.734768e-02
  6.078807e-02    3.842266e-01   5.566460e-02
  6.226920e-02    2.547435e-01   4.066633e-02
  6.375032e-02    2.398107e-01   4.884839e-02
  6.523145e-02    2.528958e-01   4.231670e-02
  6.671258e-02    2.647060e-01   4.006500e-02
  6.819370e-02    3.299924e-01   4.659447e-02
  6.967483e-02    1.664141e-01   3.582207e-02
  7.115596e-02    1.943478e-01   3.640172e-02
  7.263709e-02    2.735928e-01   3.679322e-02
  7.411821e-02    2.191686e-01   3.572880e-02
  7.559934e-02    2.607493e-01   4.360969e-02
  7.708047e-02    2.469777e-01   3.956668e-02
  7.856160e-02    2.121647e-01   3.523530e-02
  8.004272e-02    2.487134e-01   3.592460e-02
  8.152385e-02    2.263588e-01   3.937494e-02
  8.300498e-02    1.980026e-01   3.214962e-02
  8.448611e-02    2.286524e-01   3.473395e-02
  8.596723e-02    2.126807e-01   3.367303e-02
  8.744836e-02    1.896290e-01   3.368519e-02
  8.892949e-02    1.837499e-01   2.914466e-02
  9.041061e-02    2.402808e-01   3.517661e-02
  9.189174e-02    2.303482e-01   3.511408e-02
  9.337287e-02    2.058645e-01   3.572640e-02
  9.485400e-02    2.134369e-01   3.181639e-02
  9.633512e-02    1.948634e-01   3.070436e-02
  9.781625e-02    2.452907e-01   3.394715e-02
  9.929738e-02    1.942026e-01   3.095345e-02
  1.007785e-01    2.454275e-01   3.397553e-02
  1.022596e-01    1.639876e-01   2.557029e-02
  1.037408e-01    1.794822e-01   2.972710e-02
  1.052219e-01    2.256581e-01   3.358252e-02
  1.067030e-01    1.874471e-01   3.004204e-02
  1.081841e-01    1.955251e-01   2.932176e-02
  1.096653e-01    1.796171e-01   2.911824e-02
  1.111464e-01    2.153619e-01   2.916672e-02
  1.126275e-01    1.803846e-01   2.676636e-02
  1.141087e-01    2.101366e-01   2.855124e-02
  1.155898e-01    1.695555e-01   2.401186e-02
  1.170709e-01    1.524681e-01   2.668142e-02
  1.185520e-01    1.918203e-01   2.887260e-02
  1.200332e-01    1.482584e-01   2.304057e-02
  1.215143e-01    1.783538e-01   2.678674e-02
  1.229954e-01    1.863387e-01   2.658561e-02
  1.244765e-01    1.805925e-01   2.770043e-02
  1.259577e-01    1.274897e-01   2.406230e-02
  1.274388e-01    1.243586e-01   2.421643e-02
  1.289199e-01    1.182224e-01   2.043424e-02
  1.304011e-01    1.298332e-01   2.548392e-02
  1.318822e-01    1.244014e-01   2.307587e-02
  1.333633e-01    1.377704e-01   2.318769e-02
  1.348444e-01    1.778954e-01   3.293445e-02
  1.363256e-01    1.186749e-01   2.502417e-02
  1.378067e-01    1.654873e-01   2.894414e-02
  1.392878e-01    1.301303e-01   2.618825e-02
  1.407689e-01    1.497774e-01   2.736971e-02
  1.422501e-01    1.607290e-01   3.174632e-02
  1.437312e-01    1.275738e-01   2.923963e-02
  1.452123e-01    9.349922e-02   2.493902e-02
  1.466935e-01    1.628075e-01   3.213157e-02
  1.481746e-01    1.436861e-01   3.368986e-02
  1.496557e-01    1.921725e-01   3.932765e-02
  1.511368e-01    1.049124e-01   3.155207e-02
  1.526180e-01    1.126534e-01   3.099068e-02
  1.540991e-01    1.023802e-01   3.103262e-02
  1.555802e-01    1.161394e-01   3.658388e-02
  1.570613e-01    1.138457e-01   3.797760e-02
  1.585425e-01    1.111528e-01   3.537313e-02
  1.600236e-01    1.038580e-01   3.520207e-02
  1.615047e-01    6.754181e-02   3.527349e-02
  1.629859e-01    6.132781e-02   3.006259e-02
  1.644670e-01    1.421652e-01   4.993675e-02
  1.659481e-01    1.081537e-01   4.952832e-02
  1.674292e-01    7.617238e-02   3.709177e-02
  1.689104e-01    6.174849e-02   3.497863e-02
  1.703915e-01    1.636344e-01   5.746735e-02
  1.718726e-01    5.152294e-02   3.593943e-02
  1.733537e-01    1.470875e-01   6.173570e-02
  1.748349e-01    9.972414e-02   7.311795e-02
  1.763160e-01    3.971414e-02   3.942623e-02
  1.777971e-01    1.793071e-01   1.047431e-01
  1.792783e-01    1.547438e-01   8.357980e-02
  1.807594e-01    6.456982e-02   6.340204e-02
  1.822405e-01    7.381640e-02   7.216625e-02
  1.837216e-01    8.614592e-02   8.370894e-02
  1.852028e-01    1.148819e-01   1.100148e-01
  1.866839e-01    1.033727e-04   7.370855e-09
  1.881650e-01    2.069484e-01   1.881375e-01
  1.896461e-01    3.450743e-01   2.864860e-01
