# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080359_J_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    7.462825e+00   1.638070e+00
  1.487312e-02    6.382305e+00   2.152996e+00
  1.635425e-02    3.182640e+00   5.564219e-01
  1.783537e-02    2.794976e+00   3.808893e-01
  1.931650e-02    2.075752e+00   3.766736e-01
  2.079763e-02    1.689591e+00   1.882105e-01
  2.227876e-02    1.234651e+00   1.682210e-01
  2.375988e-02    1.481585e+00   1.815435e-01
  2.524101e-02    9.221711e-01   1.590535e-01
  2.672214e-02    8.141587e-01   1.210985e-01
  2.820327e-02    6.505421e-01   9.961949e-02
  2.968439e-02    6.235237e-01   1.042298e-01
  3.116552e-02    6.573712e-01   9.345756e-02
  3.264665e-02    5.460621e-01   8.632052e-02
  3.412778e-02    5.401278e-01   8.426382e-02
  3.560890e-02    4.672931e-01   8.087742e-02
  3.709003e-02    4.690290e-01   7.783958e-02
  3.857116e-02    5.383165e-01   7.910749e-02
  4.005229e-02    5.656173e-01   7.353328e-02
  4.153341e-02    4.028965e-01   5.979556e-02
  4.301454e-02    4.230277e-01   6.491173e-02
  4.449567e-02    4.583687e-01   6.517666e-02
  4.597679e-02    3.988244e-01   6.265323e-02
  4.745792e-02    4.150918e-01   6.410162e-02
  4.893905e-02    4.028514e-01   6.340474e-02
  5.042018e-02    3.277849e-01   5.533522e-02
  5.190130e-02    2.800677e-01   4.641186e-02
  5.338243e-02    3.139624e-01   4.839639e-02
  5.486356e-02    3.255617e-01   5.210780e-02
  5.634469e-02    3.017945e-01   4.890918e-02
  5.782581e-02    2.792176e-01   4.376508e-02
  5.930694e-02    2.995786e-01   4.746652e-02
  6.078807e-02    2.431169e-01   4.407054e-02
  6.226920e-02    3.595982e-01   4.909269e-02
  6.375032e-02    3.222086e-01   4.817639e-02
  6.523145e-02    2.528936e-01   3.842384e-02
  6.671258e-02    2.714907e-01   4.033292e-02
  6.819370e-02    2.346899e-01   4.059320e-02
  6.967483e-02    2.063287e-01   3.809233e-02
  7.115596e-02    2.412353e-01   3.992672e-02
  7.263709e-02    2.608761e-01   4.246967e-02
  7.411821e-02    2.127254e-01   3.539411e-02
  7.559934e-02    2.979854e-01   4.891187e-02
  7.708047e-02    3.071909e-01   4.158419e-02
  7.856160e-02    2.242838e-01   3.782987e-02
  8.004272e-02    1.619875e-01   2.928162e-02
  8.152385e-02    2.799447e-01   4.047940e-02
  8.300498e-02    2.488942e-01   3.894347e-02
  8.448611e-02    2.123274e-01   3.486814e-02
  8.596723e-02    1.959016e-01   3.815660e-02
  8.744836e-02    1.842130e-01   3.158957e-02
  8.892949e-02    2.572147e-01   4.163855e-02
  9.041061e-02    2.141730e-01   3.157665e-02
  9.189174e-02    1.894149e-01   3.251079e-02
  9.337287e-02    1.749985e-01   3.103598e-02
  9.485400e-02    1.504054e-01   2.683832e-02
  9.633512e-02    2.048497e-01   2.867370e-02
  9.781625e-02    1.887100e-01   3.366928e-02
  9.929738e-02    1.650867e-01   2.776922e-02
  1.007785e-01    1.793778e-01   3.044867e-02
  1.022596e-01    2.171407e-01   2.968481e-02
  1.037408e-01    2.030853e-01   3.160215e-02
  1.052219e-01    1.715235e-01   2.852108e-02
  1.067030e-01    1.787348e-01   3.270878e-02
  1.081841e-01    1.955239e-01   2.739047e-02
  1.096653e-01    1.752370e-01   2.607908e-02
  1.111464e-01    1.895299e-01   2.661151e-02
  1.126275e-01    1.967743e-01   2.816128e-02
  1.141087e-01    1.807310e-01   2.582445e-02
  1.155898e-01    8.886302e-02   1.819089e-02
  1.170709e-01    1.483493e-01   2.442783e-02
  1.185520e-01    1.839948e-01   2.798337e-02
  1.200332e-01    1.443595e-01   2.280110e-02
  1.215143e-01    1.506247e-01   2.338246e-02
  1.229954e-01    1.308649e-01   2.484365e-02
  1.244765e-01    1.605369e-01   2.413394e-02
  1.259577e-01    1.633165e-01   2.420223e-02
  1.274388e-01    1.457825e-01   2.559040e-02
  1.289199e-01    1.812210e-01   2.565851e-02
  1.304011e-01    1.774008e-01   2.820180e-02
  1.318822e-01    1.377196e-01   2.484366e-02
  1.333633e-01    1.244481e-01   2.308907e-02
  1.348444e-01    9.887484e-02   2.231107e-02
  1.363256e-01    1.779610e-01   2.893944e-02
  1.378067e-01    1.603190e-01   2.862264e-02
  1.392878e-01    1.463843e-01   2.847767e-02
  1.407689e-01    1.152374e-01   2.581933e-02
  1.422501e-01    1.421940e-01   2.775208e-02
  1.437312e-01    1.141565e-01   3.112313e-02
  1.452123e-01    1.725312e-01   4.101650e-02
  1.466935e-01    1.480168e-01   3.265588e-02
  1.481746e-01    1.436861e-01   3.369101e-02
  1.496557e-01    1.485195e-01   3.363607e-02
  1.511368e-01    1.398489e-01   3.510919e-02
  1.526180e-01    1.407930e-01   3.903019e-02
  1.540991e-01    1.126080e-01   3.236615e-02
  1.555802e-01    1.161383e-01   3.332482e-02
  1.570613e-01    1.252188e-01   3.576091e-02
  1.585425e-01    1.605097e-01   4.496227e-02
  1.600236e-01    1.687079e-01   5.061165e-02
  1.615047e-01    8.102805e-02   3.210345e-02
  1.629859e-01    9.194197e-02   4.234591e-02
  1.644670e-01    1.263791e-01   4.234962e-02
  1.659481e-01    1.261619e-01   5.205785e-02
  1.674292e-01    1.332247e-01   4.757031e-02
  1.689104e-01    8.229706e-02   3.995828e-02
  1.703915e-01    2.346446e-02   2.341532e-02
  1.718726e-01    1.286531e-01   5.453838e-02
  1.733537e-01    1.764844e-01   6.648962e-02
  1.748349e-01    9.972082e-02   5.545838e-02
  1.763160e-01    1.585515e-01   9.328680e-02
  1.777971e-01    1.030500e-04   2.570233e-09
  1.792783e-01    1.031041e-04   3.520928e-09
  1.807594e-01    1.935032e-01   1.022178e-01
  1.822405e-01    2.949633e-01   1.650674e-01
  1.837216e-01    1.721886e-01   1.128751e-01
  1.852028e-01    1.148819e-01   1.099903e-01
  1.866839e-01    1.034657e-01   9.969423e-02
  1.881650e-01    1.034328e-04   1.122491e-08
  1.896461e-01    1.035016e-04   1.410226e-08
