# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080346_EC_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    5.924098e+00   6.570457e-01
  1.487312e-02    5.048685e+00   5.774372e-01
  1.635425e-02    5.971221e+00   5.241672e-01
  1.783537e-02    5.383978e+00   4.364751e-01
  1.931650e-02    4.426559e+00   3.691223e-01
  2.079763e-02    5.157658e+00   3.693518e-01
  2.227876e-02    5.130066e+00   3.570607e-01
  2.375988e-02    4.540886e+00   2.588764e-01
  2.524101e-02    4.728338e+00   2.951417e-01
  2.672214e-02    4.358878e+00   2.743771e-01
  2.820327e-02    4.420000e+00   2.588055e-01
  2.968439e-02    4.544778e+00   2.761969e-01
  3.116552e-02    4.287521e+00   2.380168e-01
  3.264665e-02    4.368037e+00   2.923884e-01
  3.412778e-02    4.320550e+00   2.167310e-01
  3.560890e-02    4.365242e+00   2.559851e-01
  3.709003e-02    4.169993e+00   2.313920e-01
  3.857116e-02    3.892980e+00   1.916133e-01
  4.005229e-02    4.194605e+00   2.313655e-01
  4.153341e-02    4.202520e+00   1.998746e-01
  4.301454e-02    4.229646e+00   2.281872e-01
  4.449567e-02    4.231347e+00   2.347758e-01
  4.597679e-02    4.222745e+00   2.128484e-01
  4.745792e-02    4.443829e+00   2.174120e-01
  4.893905e-02    4.055932e+00   2.012911e-01
  5.042018e-02    4.337373e+00   1.893205e-01
  5.190130e-02    3.947008e+00   1.893885e-01
  5.338243e-02    4.036987e+00   1.778472e-01
  5.486356e-02    3.624372e+00   1.733081e-01
  5.634469e-02    4.142541e+00   1.818686e-01
  5.782581e-02    4.047596e+00   1.889826e-01
  5.930694e-02    4.252966e+00   1.843804e-01
  6.078807e-02    3.935656e+00   1.649659e-01
  6.226920e-02    3.834989e+00   1.619384e-01
  6.375032e-02    3.933057e+00   1.691945e-01
  6.523145e-02    3.893396e+00   1.680231e-01
  6.671258e-02    3.806605e+00   1.533343e-01
  6.819370e-02    4.142348e+00   1.854343e-01
  6.967483e-02    3.912029e+00   1.716157e-01
  7.115596e-02    4.381008e+00   1.754337e-01
  7.263709e-02    3.880156e+00   1.735840e-01
  7.411821e-02    3.821166e+00   1.440073e-01
  7.559934e-02    3.866614e+00   1.442307e-01
  7.708047e-02    3.697463e+00   1.513986e-01
  7.856160e-02    3.817505e+00   1.459877e-01
  8.004272e-02    3.978176e+00   1.296403e-01
  8.152385e-02    3.930071e+00   1.571938e-01
  8.300498e-02    3.867937e+00   1.425821e-01
  8.448611e-02    4.016346e+00   1.481424e-01
  8.596723e-02    4.224020e+00   1.440390e-01
  8.744836e-02    4.007515e+00   1.560138e-01
  8.892949e-02    3.993449e+00   1.596571e-01
  9.041061e-02    4.088646e+00   1.475585e-01
  9.189174e-02    3.863378e+00   1.358761e-01
  9.337287e-02    3.755492e+00   1.352165e-01
  9.485400e-02    3.913136e+00   1.367020e-01
  9.633512e-02    3.965534e+00   1.488971e-01
  9.781625e-02    3.932817e+00   1.438174e-01
  9.929738e-02    3.809590e+00   1.386282e-01
  1.007785e-01    4.015219e+00   1.363312e-01
  1.022596e-01    3.858356e+00   1.283817e-01
  1.037408e-01    3.908974e+00   1.308468e-01
  1.052219e-01    3.925023e+00   1.249430e-01
  1.067030e-01    3.960749e+00   1.406995e-01
  1.081841e-01    3.900332e+00   1.200222e-01
  1.096653e-01    3.800820e+00   1.284275e-01
  1.111464e-01    3.844920e+00   1.283015e-01
  1.126275e-01    3.794501e+00   1.289524e-01
  1.141087e-01    3.806201e+00   1.245433e-01
  1.155898e-01    3.865560e+00   1.263114e-01
  1.170709e-01    3.731262e+00   1.260938e-01
  1.185520e-01    3.752547e+00   1.205230e-01
  1.200332e-01    3.895351e+00   1.259104e-01
  1.215143e-01    3.890219e+00   1.281083e-01
  1.229954e-01    3.697357e+00   1.234543e-01
  1.244765e-01    3.762580e+00   1.174195e-01
  1.259577e-01    3.806068e+00   1.169468e-01
  1.274388e-01    3.672353e+00   1.190526e-01
  1.289199e-01    3.748745e+00   1.278268e-01
  1.304011e-01    3.801466e+00   1.374017e-01
  1.318822e-01    3.782632e+00   1.372531e-01
  1.333633e-01    3.801813e+00   1.319831e-01
  1.348444e-01    3.748798e+00   1.391829e-01
  1.363256e-01    4.012094e+00   1.484876e-01
  1.378067e-01    3.959288e+00   1.485818e-01
  1.392878e-01    3.717004e+00   1.388658e-01
  1.407689e-01    3.903466e+00   1.538649e-01
  1.422501e-01    3.880121e+00   1.522715e-01
  1.437312e-01    3.670200e+00   1.657731e-01
  1.452123e-01    3.700337e+00   1.672785e-01
  1.466935e-01    3.757395e+00   1.606100e-01
  1.481746e-01    4.108487e+00   1.719527e-01
  1.496557e-01    3.745733e+00   1.921359e-01
  1.511368e-01    3.607552e+00   2.000285e-01
  1.526180e-01    3.817744e+00   2.093636e-01
  1.540991e-01    3.651690e+00   2.017978e-01
  1.555802e-01    3.724074e+00   1.812202e-01
  1.570613e-01    3.765245e+00   2.200940e-01
  1.585425e-01    3.837795e+00   2.294993e-01
  1.600236e-01    3.774490e+00   2.396247e-01
  1.615047e-01    3.493639e+00   2.599888e-01
  1.629859e-01    3.627959e+00   2.173959e-01
  1.644670e-01    3.804458e+00   2.200956e-01
  1.659481e-01    3.457923e+00   2.523634e-01
  1.674292e-01    3.290343e+00   2.135594e-01
  1.689104e-01    4.171785e+00   3.245930e-01
  1.703915e-01    3.317692e+00   2.879107e-01
  1.718726e-01    3.265507e+00   2.756876e-01
  1.733537e-01    3.616182e+00   2.993378e-01
  1.748349e-01    3.088470e+00   3.597698e-01
  1.763160e-01    2.931522e+00   4.087842e-01
  1.777971e-01    3.584349e+00   2.641860e-01
  1.792783e-01    4.021066e+00   4.181206e-01
  1.807594e-01    3.030243e+00   4.390197e-01
  1.822405e-01    2.432778e+00   3.107832e-01
  1.837216e-01    3.528110e+00   8.152220e-01
  1.852028e-01    2.984541e+00   4.794909e-01
  1.866839e-01    2.997808e+00   7.497830e-01
  1.881650e-01    3.309850e+00   6.916628e-01
  1.896461e-01    2.070032e+00   2.820452e-04
