# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080334_EB_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    7.078144e+00   1.680341e+00
  1.487312e-02    8.430351e+00   2.258031e+00
  1.635425e-02    3.485744e+00   5.689446e-01
  1.783537e-02    2.971500e+00   4.253619e-01
  1.931650e-02    2.300824e+00   3.378143e-01
  2.079763e-02    2.023069e+00   2.713984e-01
  2.227876e-02    1.532664e+00   2.534466e-01
  2.375988e-02    1.404617e+00   1.616162e-01
  2.524101e-02    8.633062e-01   1.210368e-01
  2.672214e-02    8.989533e-01   1.350776e-01
  2.820327e-02    6.338645e-01   1.027611e-01
  2.968439e-02    7.055560e-01   1.097217e-01
  3.116552e-02    6.274959e-01   9.413254e-02
  3.264665e-02    6.673858e-01   8.933967e-02
  3.412778e-02    5.401278e-01   8.426315e-02
  3.560890e-02    4.806425e-01   8.729987e-02
  3.709003e-02    4.943760e-01   7.791738e-02
  3.857116e-02    4.882473e-01   7.720035e-02
  4.005229e-02    4.478067e-01   7.910524e-02
  4.153341e-02    4.137860e-01   6.564901e-02
  4.301454e-02    2.449519e-01   5.058563e-02
  4.449567e-02    5.223143e-01   7.032429e-02
  4.597679e-02    4.908393e-01   6.671049e-02
  4.745792e-02    5.061923e-01   7.218344e-02
  4.893905e-02    2.623532e-01   4.657674e-02
  5.042018e-02    2.699581e-01   5.147975e-02
  5.190130e-02    3.432875e-01   5.193993e-02
  5.338243e-02    3.837160e-01   6.244858e-02
  5.486356e-02    2.903807e-01   5.806540e-02
  5.634469e-02    2.773340e-01   4.940559e-02
  5.782581e-02    2.268824e-01   3.918795e-02
  5.930694e-02    2.771195e-01   4.905435e-02
  6.078807e-02    2.823143e-01   4.833059e-02
  6.226920e-02    3.071720e-01   4.653052e-02
  6.375032e-02    3.971232e-01   6.191005e-02
  6.523145e-02    3.179017e-01   4.912569e-02
  6.671258e-02    2.579254e-01   4.819522e-02
  6.819370e-02    2.126973e-01   3.947075e-02
  6.967483e-02    1.797176e-01   3.411195e-02
  7.115596e-02    2.144422e-01   3.867203e-02
  7.263709e-02    2.735947e-01   3.997198e-02
  7.411821e-02    2.449424e-01   3.915851e-02
  7.559934e-02    2.545428e-01   4.156917e-02
  7.708047e-02    1.927840e-01   3.300066e-02
  7.856160e-02    2.303409e-01   3.506738e-02
  8.004272e-02    2.140235e-01   3.533952e-02
  8.152385e-02    1.965856e-01   3.301731e-02
  8.300498e-02    2.602023e-01   3.852250e-02
  8.448611e-02    2.286535e-01   3.641004e-02
  8.596723e-02    2.182754e-01   3.485612e-02
  8.744836e-02    2.004575e-01   3.244485e-02
  8.892949e-02    1.470213e-01   2.880807e-02
  9.041061e-02    2.037315e-01   3.278371e-02
  9.189174e-02    1.587136e-01   2.625624e-02
  9.337287e-02    2.110059e-01   3.201859e-02
  9.485400e-02    1.794960e-01   2.772431e-02
  9.633512e-02    1.898690e-01   2.961174e-02
  9.781625e-02    1.368403e-01   2.464401e-02
  9.929738e-02    1.747912e-01   2.747898e-02
  1.007785e-01    1.840951e-01   2.918190e-02
  1.022596e-01    1.684174e-01   2.658489e-02
  1.037408e-01    1.181142e-01   2.328326e-02
  1.052219e-01    1.489668e-01   2.489598e-02
  1.067030e-01    1.177371e-01   2.548892e-02
  1.081841e-01    1.190540e-01   2.207691e-02
  1.096653e-01    1.577243e-01   2.656408e-02
  1.111464e-01    1.809199e-01   2.686883e-02
  1.126275e-01    1.803858e-01   2.860801e-02
  1.141087e-01    1.303241e-01   2.501133e-02
  1.155898e-01    1.453482e-01   2.326702e-02
  1.170709e-01    1.071687e-01   1.998696e-02
  1.185520e-01    1.096537e-01   1.968360e-02
  1.200332e-01    1.599553e-01   2.436920e-02
  1.215143e-01    1.308194e-01   2.282754e-02
  1.229954e-01    1.229384e-01   2.158375e-02
  1.244765e-01    9.235241e-02   2.016616e-02
  1.259577e-01    1.075855e-01   2.202071e-02
  1.274388e-01    9.436484e-02   1.928943e-02
  1.289199e-01    9.066128e-02   1.901180e-02
  1.304011e-01    1.082107e-01   2.237498e-02
  1.318822e-01    1.110832e-01   2.112363e-02
  1.333633e-01    1.066853e-01   2.347980e-02
  1.348444e-01    8.899807e-02   2.251567e-02
  1.363256e-01    7.915038e-02   2.040406e-02
  1.378067e-01    6.728925e-02   1.817251e-02
  1.392878e-01    8.678713e-02   2.092108e-02
  1.407689e-01    8.069638e-02   2.086638e-02
  1.422501e-01    8.659277e-02   2.232682e-02
  1.437312e-01    1.074488e-01   3.341326e-02
  1.452123e-01    1.150531e-01   2.920588e-02
  1.466935e-01    8.145553e-02   2.601640e-02
  1.481746e-01    7.189368e-02   2.331661e-02
  1.496557e-01    1.048673e-01   2.895717e-02
  1.511368e-01    7.871009e-02   2.834883e-02
  1.526180e-01    4.699855e-02   2.071399e-02
  1.540991e-01    5.124124e-02   2.254421e-02
  1.555802e-01    1.055896e-01   3.195829e-02
  1.570613e-01    1.024703e-01   3.275475e-02
  1.585425e-01    8.647491e-02   3.161437e-02
  1.600236e-01    5.198026e-02   2.558349e-02
  1.615047e-01    6.754046e-02   2.951526e-02
  1.629859e-01    1.025625e-04   1.354366e-09
  1.644670e-01    1.588717e-02   1.586617e-02
  1.659481e-01    3.611907e-02   2.534672e-02
  1.674292e-01    5.715496e-02   3.244227e-02
  1.689104e-01    8.229706e-02   3.995996e-02
  1.703915e-01    9.354944e-02   4.517012e-02
  1.718726e-01    7.723298e-02   4.343145e-02
  1.733537e-01    8.829365e-02   4.938794e-02
  1.748349e-01    6.651486e-02   4.608278e-02
  1.763160e-01    3.971414e-02   3.942396e-02
  1.777971e-01    1.030500e-04   2.570233e-09
  1.792783e-01    2.578376e-01   1.013700e-01
  1.807594e-01    1.290365e-01   8.662513e-02
  1.822405e-01    1.032088e-04   4.309701e-09
  1.837216e-01    2.582312e-01   1.311425e-01
  1.852028e-01    1.148819e-01   1.099852e-01
  1.866839e-01    1.033727e-04   7.370855e-09
  1.881650e-01    1.034328e-04   1.122491e-08
  1.896461e-01    1.035016e-04   1.410226e-08
