# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080353_D_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    5.693289e+00   1.461462e+00
  1.487312e-02    6.620445e+00   1.786711e+00
  1.635425e-02    3.122021e+00   4.387875e-01
  1.783537e-02    2.677285e+00   3.449656e-01
  1.931650e-02    2.125770e+00   3.046811e-01
  2.079763e-02    1.044908e+00   1.632589e-01
  2.227876e-02    1.490078e+00   1.645704e-01
  2.375988e-02    1.039055e+00   1.698885e-01
  2.524101e-02    1.157593e+00   1.478335e-01
  2.672214e-02    7.463129e-01   1.114914e-01
  2.820327e-02    7.172540e-01   1.083660e-01
  2.968439e-02    6.727434e-01   1.081817e-01
  3.116552e-02    6.723118e-01   9.543408e-02
  3.264665e-02    4.247353e-01   8.046395e-02
  3.412778e-02    5.796463e-01   9.551565e-02
  3.560890e-02    4.806398e-01   7.870172e-02
  3.709003e-02    3.929843e-01   7.042295e-02
  3.857116e-02    4.256617e-01   6.808866e-02
  4.005229e-02    4.949289e-01   7.572503e-02
  4.153341e-02    5.444256e-01   7.613410e-02
  4.301454e-02    4.675491e-01   6.903014e-02
  4.449567e-02    3.837692e-01   6.764720e-02
  4.597679e-02    2.863614e-01   5.013578e-02
  4.745792e-02    4.049753e-01   7.008431e-02
  4.893905e-02    2.998176e-01   4.820675e-02
  5.042018e-02    2.603185e-01   4.919400e-02
  5.190130e-02    3.252252e-01   5.141257e-02
  5.338243e-02    2.703708e-01   4.672461e-02
  5.486356e-02    4.047322e-01   6.439560e-02
  5.634469e-02    2.936424e-01   5.130052e-02
  5.782581e-02    1.832731e-01   4.204851e-02
  5.930694e-02    2.920918e-01   4.722263e-02
  6.078807e-02    3.215125e-01   5.201346e-02
  6.226920e-02    2.921953e-01   5.069656e-02
  6.375032e-02    2.847539e-01   4.579165e-02
  6.523145e-02    2.817864e-01   4.345864e-02
  6.671258e-02    2.511353e-01   3.708506e-02
  6.819370e-02    3.006675e-01   4.329817e-02
  6.967483e-02    2.196309e-01   3.385999e-02
