# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080351_B_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    6.462668e+00   1.858196e+00
  1.487312e-02    6.525187e+00   1.554670e+00
  1.635425e-02    2.758289e+00   3.882836e-01
  1.783537e-02    2.118301e+00   2.752913e-01
  1.931650e-02    1.900698e+00   3.551486e-01
  2.079763e-02    1.578446e+00   1.873279e-01
  2.227876e-02    1.106938e+00   1.512513e-01
  2.375988e-02    1.327655e+00   1.458635e-01
  2.524101e-02    8.436983e-01   1.478318e-01
  2.672214e-02    7.293557e-01   1.095049e-01
  2.820327e-02    9.173932e-01   1.114057e-01
  2.968439e-02    7.875835e-01   1.066593e-01
  3.116552e-02    7.320712e-01   1.224834e-01
  3.264665e-02    5.309014e-01   1.011511e-01
  3.412778e-02    6.191582e-01   9.124394e-02
  3.560890e-02    5.073372e-01   8.313946e-02
  3.709003e-02    5.830954e-01   9.076187e-02
  3.857116e-02    3.630823e-01   6.916069e-02
  4.005229e-02    5.656161e-01   7.161786e-02
  4.153341e-02    4.464426e-01   6.420763e-02
  4.301454e-02    2.894745e-01   6.349541e-02
  4.449567e-02    2.665332e-01   5.043237e-02
  4.597679e-02    4.090520e-01   7.497870e-02
  4.745792e-02    3.239954e-01   5.518010e-02
  4.893905e-02    3.653860e-01   6.133591e-02
  5.042018e-02    3.759712e-01   5.318044e-02
  5.190130e-02    3.974780e-01   6.170385e-02
  5.338243e-02    3.662758e-01   5.834437e-02
  5.486356e-02    3.431557e-01   5.547425e-02
  5.634469e-02    3.751819e-01   5.704576e-02
