# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080360_K_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    5.462480e+00   1.339860e+00
  1.487312e-02    7.049107e+00   2.079012e+00
  1.635425e-02    2.515815e+00   3.486030e-01
  1.783537e-02    2.942068e+00   4.201516e-01
  1.931650e-02    2.175790e+00   4.301776e-01
  2.079763e-02    1.578441e+00   1.819731e-01
  2.227876e-02    1.000503e+00   1.346549e-01
  2.375988e-02    1.269928e+00   1.279949e-01
  2.524101e-02    1.098736e+00   1.624373e-01
  2.672214e-02    9.159139e-01   1.253351e-01
  2.820327e-02    7.172607e-01   1.228156e-01
  2.968439e-02    7.219681e-01   1.163632e-01
  3.116552e-02    5.528020e-01   8.262675e-02
  3.264665e-02    6.218915e-01   9.540106e-02
  3.412778e-02    5.796397e-01   8.180098e-02
  3.560890e-02    5.340332e-01   8.087758e-02
  3.709003e-02    4.310073e-01   7.957225e-02
  3.857116e-02    4.381768e-01   6.348246e-02
  4.005229e-02    4.831451e-01   6.796113e-02
  4.153341e-02    3.484695e-01   6.615793e-02
  4.301454e-02    4.230321e-01   7.041385e-02
  4.449567e-02    3.091611e-01   5.009425e-02
  4.597679e-02    2.659122e-01   4.472803e-02
  4.745792e-02    2.936286e-01   5.015922e-02
  4.893905e-02    4.028476e-01   5.604282e-02
  5.042018e-02    3.856107e-01   5.838966e-02
  5.190130e-02    3.794166e-01   6.140447e-02
  5.338243e-02    2.965266e-01   5.086735e-02
  5.486356e-02    2.463947e-01   4.753853e-02
  5.634469e-02    3.833332e-01   5.231576e-02
  5.782581e-02    2.704979e-01   4.836199e-02
  5.930694e-02    2.621451e-01   4.614438e-02
  6.078807e-02    2.117618e-01   4.393905e-02
  6.226920e-02    4.045388e-01   5.726284e-02
  6.375032e-02    3.596655e-01   5.755635e-02
  6.523145e-02    2.167811e-01   3.932538e-02
  6.671258e-02    2.647067e-01   4.120256e-02
  6.819370e-02    2.346906e-01   4.190181e-02
  6.967483e-02    2.728551e-01   4.416395e-02
  7.115596e-02    1.675547e-01   3.345926e-02
  7.263709e-02    2.227125e-01   3.785573e-02
  7.411821e-02    2.707175e-01   4.414370e-02
  7.559934e-02    2.669519e-01   3.712162e-02
  7.708047e-02    1.807408e-01   3.114940e-02
  7.856160e-02    2.485201e-01   4.070767e-02
  8.004272e-02    1.966797e-01   3.818708e-02
  8.152385e-02    2.680360e-01   3.917547e-02
  8.300498e-02    2.432399e-01   4.035893e-02
  8.448611e-02    2.068847e-01   3.192911e-02
  8.596723e-02    1.958977e-01   3.185323e-02
  8.744836e-02    1.842140e-01   3.340767e-02
  8.892949e-02    2.467178e-01   3.705462e-02
  9.041061e-02    2.663886e-01   3.834789e-02
  9.189174e-02    2.354648e-01   3.605600e-02
  9.337287e-02    1.595655e-01   2.926456e-02
  9.485400e-02    2.085889e-01   3.306567e-02
  9.633512e-02    2.497980e-01   3.604025e-02
  9.781625e-02    1.981365e-01   2.752004e-02
  9.929738e-02    2.233205e-01   3.833529e-02
  1.007785e-01    2.076844e-01   3.107027e-02
  1.022596e-01    2.171412e-01   3.099151e-02
  1.037408e-01    2.597309e-01   3.383961e-02
  1.052219e-01    2.482112e-01   3.125323e-02
  1.067030e-01    1.090230e-01   2.411538e-02
  1.081841e-01    1.657862e-01   2.654535e-02
  1.096653e-01    1.839946e-01   2.797754e-02
  1.111464e-01    1.593936e-01   2.494268e-02
  1.126275e-01    1.721912e-01   2.881307e-02
  1.141087e-01    1.723301e-01   2.606427e-02
  1.155898e-01    1.978015e-01   3.182573e-02
  1.170709e-01    1.359958e-01   2.437183e-02
  1.185520e-01    1.839948e-01   2.742287e-02
  1.200332e-01    1.521572e-01   2.327472e-02
  1.215143e-01    1.466632e-01   2.244243e-02
  1.229954e-01    1.863375e-01   2.472250e-02
  1.244765e-01    1.605369e-01   2.413358e-02
  1.259577e-01    1.712798e-01   2.712974e-02
  1.274388e-01    1.200734e-01   2.230846e-02
  1.289199e-01    1.930342e-01   2.797672e-02
  1.304011e-01    1.687508e-01   2.561663e-02
  1.318822e-01    1.554767e-01   2.596606e-02
  1.333633e-01    1.244485e-01   2.394157e-02
  1.348444e-01    1.680162e-01   2.835072e-02
  1.363256e-01    1.680800e-01   2.836763e-02
  1.378067e-01    1.396455e-01   2.623222e-02
  1.392878e-01    1.951464e-01   3.505911e-02
  1.407689e-01    1.037234e-01   2.336859e-02
  1.422501e-01    1.298382e-01   2.670456e-02
  1.437312e-01    1.477002e-01   2.938909e-02
  1.452123e-01    1.150531e-01   2.920639e-02
  1.466935e-01    1.036426e-01   2.853103e-02
  1.481746e-01    1.277332e-01   3.420027e-02
  1.496557e-01    1.485195e-01   3.363598e-02
  1.511368e-01    1.485830e-01   3.589759e-02
  1.526180e-01    1.783082e-01   3.756468e-02
  1.540991e-01    1.126080e-01   3.236515e-02
  1.555802e-01    6.339467e-02   2.531696e-02
  1.570613e-01    1.252188e-01   3.576135e-02
  1.585425e-01    1.234929e-01   4.102826e-02
  1.600236e-01    1.297982e-01   4.301141e-02
  1.615047e-01    1.214908e-01   3.846644e-02
  1.629859e-01    9.194044e-02   3.622990e-02
  1.644670e-01    2.053018e-01   5.156527e-02
  1.659481e-01    7.213547e-02   3.518664e-02
