# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080378_G_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    1.269450e+01   7.249399e-01
  1.487312e-02    9.478191e+00   6.757287e-01
  1.635425e-02    1.191213e+01   6.407330e-01
  1.783537e-02    1.015012e+01   7.136858e-01
  1.931650e-02    1.085382e+01   5.253440e-01
  2.079763e-02    1.124903e+01   5.901086e-01
  2.227876e-02    1.057943e+01   5.160686e-01
  2.375988e-02    9.331905e+00   4.125334e-01
  2.524101e-02    9.927547e+00   3.732336e-01
  2.672214e-02    8.972166e+00   4.285187e-01
  2.820327e-02    8.739922e+00   3.752406e-01
  2.968439e-02    9.713024e+00   3.759742e-01
  3.116552e-02    8.993338e+00   3.657979e-01
  3.264665e-02    8.675405e+00   3.340655e-01
  3.412778e-02    8.799165e+00   3.361818e-01
  3.560890e-02    8.877326e+00   3.396726e-01
  3.709003e-02    8.416032e+00   3.686856e-01
  3.857116e-02    8.975134e+00   3.486966e-01
  4.005229e-02    8.966551e+00   3.384353e-01
  4.153341e-02    8.655450e+00   3.900155e-01
  4.301454e-02    8.626245e+00   3.377956e-01
  4.449567e-02    8.547957e+00   2.892992e-01
  4.597679e-02    8.598857e+00   2.887271e-01
  4.745792e-02    8.017108e+00   2.551514e-01
  4.893905e-02    8.570848e+00   3.363548e-01
  5.042018e-02    8.616914e+00   3.022574e-01
  5.190130e-02    8.137878e+00   2.812912e-01
  5.338243e-02    8.178602e+00   2.577057e-01
  5.486356e-02    8.181224e+00   3.070925e-01
  5.634469e-02    8.521561e+00   2.616879e-01
  5.782581e-02    8.138803e+00   2.611629e-01
  5.930694e-02    8.416077e+00   2.371465e-01
  6.078807e-02    7.957550e+00   2.403268e-01
  6.226920e-02    8.404016e+00   2.384033e-01
  6.375032e-02    8.105839e+00   2.513372e-01
  6.523145e-02    8.075722e+00   2.413397e-01
  6.671258e-02    8.468161e+00   2.548201e-01
  6.819370e-02    7.969432e+00   2.358649e-01
  6.967483e-02    7.950458e+00   2.376407e-01
  7.115596e-02    8.172518e+00   2.254604e-01
  7.263709e-02    8.657194e+00   2.513371e-01
  7.411821e-02    7.835641e+00   2.316292e-01
  7.559934e-02    8.235944e+00   2.362434e-01
  7.708047e-02    8.195836e+00   2.159982e-01
  7.856160e-02    7.792555e+00   2.042351e-01
  8.004272e-02    8.297503e+00   2.179677e-01
  8.152385e-02    8.205506e+00   1.928197e-01
  8.300498e-02    8.205224e+00   2.036819e-01
  8.448611e-02    8.239491e+00   2.107763e-01
  8.596723e-02    7.989269e+00   1.936148e-01
  8.744836e-02    8.069183e+00   2.053936e-01
  8.892949e-02    8.338484e+00   2.187256e-01
  9.041061e-02    8.130296e+00   2.146132e-01
  9.189174e-02    8.018422e+00   2.075913e-01
  9.337287e-02    7.984270e+00   2.107719e-01
  9.485400e-02    8.049321e+00   2.083145e-01
  9.633512e-02    8.095877e+00   2.062817e-01
  9.781625e-02    8.299465e+00   2.082875e-01
  9.929738e-02    7.725943e+00   1.885238e-01
  1.007785e-01    8.148391e+00   2.023632e-01
  1.022596e-01    7.982496e+00   1.922970e-01
  1.037408e-01    8.063435e+00   1.896878e-01
  1.052219e-01    7.660560e+00   1.750980e-01
  1.067030e-01    7.960713e+00   1.838645e-01
  1.081841e-01    8.195794e+00   2.113100e-01
  1.096653e-01    7.921291e+00   1.985348e-01
  1.111464e-01    8.103174e+00   2.015601e-01
  1.126275e-01    8.252831e+00   1.887522e-01
  1.141087e-01    7.625001e+00   1.927921e-01
  1.155898e-01    8.009530e+00   1.835396e-01
  1.170709e-01    8.034977e+00   1.784790e-01
  1.185520e-01    7.810299e+00   1.834085e-01
  1.200332e-01    8.102637e+00   1.650825e-01
  1.215143e-01    8.033972e+00   1.712429e-01
  1.229954e-01    7.787030e+00   1.846542e-01
  1.244765e-01    7.753797e+00   1.799148e-01
  1.259577e-01    7.974426e+00   1.741957e-01
  1.274388e-01    8.017466e+00   1.824152e-01
  1.289199e-01    7.702247e+00   1.851764e-01
  1.304011e-01    7.987832e+00   2.074659e-01
  1.318822e-01    7.551939e+00   1.832706e-01
  1.333633e-01    7.830134e+00   1.817352e-01
  1.348444e-01    7.912476e+00   2.046644e-01
  1.363256e-01    7.772193e+00   2.212373e-01
  1.378067e-01    7.654963e+00   2.129582e-01
  1.392878e-01    7.883729e+00   2.199951e-01
  1.407689e-01    8.019953e+00   2.252426e-01
  1.422501e-01    8.056808e+00   2.361124e-01
  1.437312e-01    8.051618e+00   2.456459e-01
  1.452123e-01    7.817409e+00   2.443651e-01
  1.466935e-01    7.699696e+00   2.478591e-01
  1.481746e-01    8.041460e+00   2.659084e-01
  1.496557e-01    7.692280e+00   2.809006e-01
  1.511368e-01    7.712994e+00   2.748916e-01
  1.526180e-01    7.147712e+00   2.553779e-01
  1.540991e-01    7.047653e+00   3.116885e-01
  1.555802e-01    7.616940e+00   2.972634e-01
  1.570613e-01    8.326760e+00   3.629543e-01
  1.585425e-01    7.515158e+00   3.866347e-01
  1.600236e-01    7.600856e+00   3.476894e-01
  1.615047e-01    7.149137e+00   3.406104e-01
  1.629859e-01    6.965070e+00   4.669201e-01
  1.644670e-01    7.735206e+00   3.811811e-01
  1.659481e-01    7.780322e+00   2.964254e-01
  1.674292e-01    7.854980e+00   3.778561e-01
  1.689104e-01    6.987216e+00   3.941591e-01
  1.703915e-01    6.612011e+00   4.754639e-01
  1.718726e-01    7.482371e+00   3.796513e-01
  1.733537e-01    7.085365e+00   5.178673e-01
  1.748349e-01    7.372460e+00   6.085778e-01
  1.763160e-01    8.239942e+00   6.382426e-01
  1.777971e-01    7.571937e+00   5.443199e-01
  1.792783e-01    7.371944e+00   6.590875e-01
  1.807594e-01    7.801247e+00   6.677279e-01
  1.822405e-01    8.477864e+00   7.502024e-01
  1.837216e-01    8.949330e+00   8.598375e-01
  1.852028e-01    9.757155e+00   7.023661e-01
  1.866839e-01    4.651781e+00   9.312392e-01
  1.881650e-01    6.619699e+00   8.727003e-01
  1.896461e-01    4.830074e+00   7.577091e-01
