# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080396_C_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    4.024540e+02   2.317922e+01
  1.487312e-02    3.522648e+02   2.176281e+01
  1.635425e-02    4.359901e+02   1.573755e+01
  1.783537e-02    4.127129e+02   1.485528e+01
  1.931650e-02    4.002657e+02   8.357889e+00
  2.079763e-02    4.181705e+02   5.427744e+00
  2.227876e-02    4.104265e+02   4.292492e+00
  2.375988e-02    3.983473e+02   4.207183e+00
  2.524101e-02    3.893325e+02   3.843984e+00
  2.672214e-02    3.841580e+02   3.994101e+00
  2.820327e-02    3.839728e+02   3.321625e+00
  2.968439e-02    3.777415e+02   3.589316e+00
  3.116552e-02    3.796324e+02   3.161116e+00
  3.264665e-02    3.674003e+02   3.200125e+00
  3.412778e-02    3.744651e+02   4.096282e+00
  3.560890e-02    3.734484e+02   3.075333e+00
  3.709003e-02    3.605712e+02   2.863635e+00
  3.857116e-02    3.691822e+02   3.242288e+00
  4.005229e-02    3.702797e+02   3.116841e+00
  4.153341e-02    3.627776e+02   2.799119e+00
  4.301454e-02    3.609554e+02   2.608320e+00
  4.449567e-02    3.649828e+02   2.794956e+00
  4.597679e-02    3.706915e+02   3.112628e+00
  4.745792e-02    3.661956e+02   3.166930e+00
  4.893905e-02    3.568564e+02   2.980582e+00
  5.042018e-02    3.635297e+02   3.146010e+00
  5.190130e-02    3.619233e+02   2.417397e+00
  5.338243e-02    3.625789e+02   2.896906e+00
  5.486356e-02    3.599650e+02   2.887245e+00
  5.634469e-02    3.522544e+02   2.793297e+00
  5.782581e-02    3.556997e+02   2.984486e+00
  5.930694e-02    3.603114e+02   2.492748e+00
  6.078807e-02    3.550165e+02   2.925336e+00
  6.226920e-02    3.538225e+02   2.460473e+00
  6.375032e-02    3.541472e+02   2.672714e+00
  6.523145e-02    3.531214e+02   2.496996e+00
  6.671258e-02    3.531454e+02   2.642793e+00
  6.819370e-02    3.504497e+02   2.394073e+00
  6.967483e-02    3.486292e+02   2.746909e+00
  7.115596e-02    3.512709e+02   2.328595e+00
  7.263709e-02    3.546333e+02   2.470735e+00
  7.411821e-02    3.494915e+02   2.435376e+00
  7.559934e-02    3.522278e+02   2.457211e+00
  7.708047e-02    3.509878e+02   2.278651e+00
  7.856160e-02    3.467021e+02   2.196452e+00
  8.004272e-02    3.517621e+02   2.233637e+00
  8.152385e-02    3.500977e+02   2.324040e+00
  8.300498e-02    3.519255e+02   2.116743e+00
  8.448611e-02    3.474191e+02   2.169891e+00
  8.596723e-02    3.493179e+02   2.268756e+00
  8.744836e-02    3.482584e+02   2.243699e+00
  8.892949e-02    3.506729e+02   2.239824e+00
  9.041061e-02    3.474722e+02   2.033351e+00
  9.189174e-02    3.490700e+02   2.134399e+00
  9.337287e-02    3.461222e+02   2.372995e+00
  9.485400e-02    3.434829e+02   2.050714e+00
  9.633512e-02    3.455856e+02   2.238136e+00
  9.781625e-02    3.461207e+02   2.090695e+00
  9.929738e-02    3.434939e+02   2.054651e+00
  1.007785e-01    3.442329e+02   2.061668e+00
  1.022596e-01    3.429683e+02   2.045703e+00
  1.037408e-01    3.399861e+02   1.964447e+00
  1.052219e-01    3.397760e+02   1.878818e+00
  1.067030e-01    3.418052e+02   2.000467e+00
  1.081841e-01    3.442743e+02   1.915372e+00
  1.096653e-01    3.404360e+02   1.959310e+00
  1.111464e-01    3.427789e+02   1.904289e+00
  1.126275e-01    3.418368e+02   1.954454e+00
  1.141087e-01    3.382224e+02   2.031246e+00
  1.155898e-01    3.366706e+02   1.921760e+00
  1.170709e-01    3.384163e+02   1.762963e+00
  1.185520e-01    3.388128e+02   1.897552e+00
  1.200332e-01    3.341694e+02   1.813856e+00
  1.215143e-01    3.346815e+02   1.757791e+00
  1.229954e-01    3.327975e+02   1.848073e+00
  1.244765e-01    3.387723e+02   1.858337e+00
  1.259577e-01    3.335245e+02   1.906251e+00
  1.274388e-01    3.340639e+02   1.935610e+00
  1.289199e-01    3.314171e+02   1.919764e+00
  1.304011e-01    3.374437e+02   2.101820e+00
  1.318822e-01    3.352555e+02   2.154093e+00
  1.333633e-01    3.292565e+02   2.092099e+00
  1.348444e-01    3.298890e+02   2.136965e+00
  1.363256e-01    3.393578e+02   2.953366e+00
  1.378067e-01    3.363429e+02   2.609299e+00
  1.392878e-01    3.405446e+02   2.738959e+00
  1.407689e-01    3.372755e+02   2.783743e+00
  1.422501e-01    3.333813e+02   2.879214e+00
  1.437312e-01    3.309886e+02   2.851121e+00
  1.452123e-01    3.311621e+02   2.431288e+00
  1.466935e-01    3.292452e+02   2.901284e+00
  1.481746e-01    3.280724e+02   2.791984e+00
  1.496557e-01    3.262365e+02   2.979174e+00
  1.511368e-01    3.228364e+02   2.833920e+00
  1.526180e-01    3.209904e+02   3.220956e+00
  1.540991e-01    3.247853e+02   3.419352e+00
  1.555802e-01    3.246167e+02   3.643387e+00
  1.570613e-01    3.249825e+02   3.514206e+00
  1.585425e-01    3.184996e+02   3.805227e+00
  1.600236e-01    3.186263e+02   4.176056e+00
  1.615047e-01    3.226284e+02   4.224438e+00
  1.629859e-01    3.160457e+02   4.479491e+00
  1.644670e-01    3.216425e+02   5.076084e+00
  1.659481e-01    3.173363e+02   4.673236e+00
  1.674292e-01    3.163294e+02   4.250183e+00
  1.689104e-01    3.161304e+02   5.814345e+00
  1.703915e-01    3.166055e+02   5.929453e+00
  1.718726e-01    3.051059e+02   6.088008e+00
  1.733537e-01    3.042591e+02   7.313529e+00
  1.748349e-01    3.048612e+02   9.513470e+00
  1.763160e-01    3.192978e+02   7.751157e+00
  1.777971e-01    3.049833e+02   1.068999e+01
  1.792783e-01    3.107043e+02   8.612731e+00
  1.807594e-01    3.150801e+02   6.335060e+00
