# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080376_E_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    8.616870e+00   8.396171e-01
  1.487312e-02    8.525609e+00   1.011866e+00
  1.635425e-02    9.699446e+00   6.307913e-01
  1.783537e-02    9.444028e+00   6.940723e-01
  1.931650e-02    8.527999e+00   4.939570e-01
  2.079763e-02    8.781358e+00   4.705245e-01
  2.227876e-02    8.386912e+00   4.461623e-01
  2.375988e-02    8.543023e+00   4.795865e-01
  2.524101e-02    8.259876e+00   3.874140e-01
  2.672214e-02    8.514229e+00   4.109783e-01
  2.820327e-02    8.239545e+00   4.256380e-01
  2.968439e-02    8.482489e+00   3.725729e-01
  3.116552e-02    7.932662e+00   3.242356e-01
  3.264665e-02    8.538903e+00   3.693476e-01
  3.412778e-02    8.021993e+00   3.305406e-01
  3.560890e-02    7.849425e+00   3.498729e-01
  3.709003e-02    7.414727e+00   2.804748e-01
  3.857116e-02    8.199041e+00   2.834926e-01
  4.005229e-02    8.695551e+00   2.879717e-01
  4.153341e-02    7.849785e+00   2.656960e-01
  4.301454e-02    8.381371e+00   3.101130e-01
  4.449567e-02    7.769901e+00   2.853380e-01
  4.597679e-02    8.394366e+00   3.202461e-01
  4.745792e-02    7.875391e+00   2.887688e-01
  4.893905e-02    8.158698e+00   2.891789e-01
  5.042018e-02    8.067513e+00   2.880196e-01
  5.190130e-02    7.930141e+00   2.461915e-01
  5.338243e-02    7.969341e+00   2.358433e-01
  5.486356e-02    7.785358e+00   2.775536e-01
  5.634469e-02    7.991511e+00   2.522258e-01
  5.782581e-02    7.850935e+00   2.589670e-01
  5.930694e-02    7.502588e+00   2.540573e-01
  6.078807e-02    7.730191e+00   2.574635e-01
  6.226920e-02    7.595073e+00   2.578689e-01
  6.375032e-02    7.671330e+00   2.579265e-01
  6.523145e-02    7.794011e+00   2.203907e-01
  6.671258e-02    7.945686e+00   2.295656e-01
  6.819370e-02    7.500210e+00   2.305065e-01
  6.967483e-02    7.704293e+00   2.322948e-01
  7.115596e-02    7.281579e+00   2.114777e-01
  7.263709e-02    8.237374e+00   2.322914e-01
  7.411821e-02    7.706766e+00   2.185864e-01
  7.559934e-02    7.938035e+00   1.953394e-01
  7.708047e-02    7.967003e+00   2.111080e-01
  7.856160e-02    7.556233e+00   2.117083e-01
  8.004272e-02    7.245136e+00   1.795157e-01
  8.152385e-02    7.657679e+00   2.107038e-01
  8.300498e-02    7.984684e+00   2.123670e-01
  8.448611e-02    7.591868e+00   2.167821e-01
  8.596723e-02    7.787859e+00   1.886721e-01
  8.744836e-02    7.641354e+00   2.187057e-01
  8.892949e-02    7.682530e+00   2.036655e-01
  9.041061e-02    7.613340e+00   2.116147e-01
  9.189174e-02    7.731867e+00   2.031466e-01
  9.337287e-02    7.408085e+00   2.040642e-01
  9.485400e-02    7.617761e+00   1.931662e-01
  9.633512e-02    7.776237e+00   1.973525e-01
  9.781625e-02    7.700583e+00   1.870933e-01
  9.929738e-02    7.531824e+00   1.804490e-01
  1.007785e-01    7.959661e+00   1.927028e-01
  1.022596e-01    7.455350e+00   2.052654e-01
  1.037408e-01    7.780176e+00   1.932690e-01
  1.052219e-01    7.268057e+00   1.767460e-01
  1.067030e-01    7.546774e+00   1.948177e-01
  1.081841e-01    7.078379e+00   1.677714e-01
  1.096653e-01    7.575364e+00   1.818872e-01
  1.111464e-01    7.061214e+00   1.848098e-01
  1.126275e-01    7.662757e+00   1.874992e-01
  1.141087e-01    7.574588e+00   1.804489e-01
  1.155898e-01    7.420416e+00   1.732975e-01
  1.170709e-01    7.380153e+00   1.867733e-01
  1.185520e-01    7.352481e+00   1.764880e-01
  1.200332e-01    7.431967e+00   1.671947e-01
  1.215143e-01    7.554627e+00   1.786531e-01
  1.229954e-01    7.216377e+00   1.917438e-01
  1.244765e-01    7.228320e+00   1.694881e-01
  1.259577e-01    7.405108e+00   1.552051e-01
  1.274388e-01    6.924759e+00   1.889842e-01
  1.289199e-01    7.702247e+00   1.803509e-01
  1.304011e-01    6.932590e+00   1.736586e-01
  1.318822e-01    7.023613e+00   1.672041e-01
  1.333633e-01    7.137281e+00   1.904475e-01
  1.348444e-01    6.998738e+00   1.957728e-01
  1.363256e-01    7.258329e+00   1.927749e-01
  1.378067e-01    7.050216e+00   2.062646e-01
  1.392878e-01    7.569464e+00   2.161409e-01
  1.407689e-01    7.605425e+00   2.514693e-01
  1.422501e-01    7.395705e+00   2.199655e-01
  1.437312e-01    7.441036e+00   2.218260e-01
  1.452123e-01    7.810223e+00   2.467554e-01
  1.466935e-01    7.181945e+00   2.345107e-01
  1.481746e-01    7.275607e+00   2.181201e-01
  1.496557e-01    7.447803e+00   2.603144e-01
  1.511368e-01    7.223835e+00   2.715151e-01
  1.526180e-01    6.847545e+00   2.507655e-01
  1.540991e-01    7.600008e+00   2.626397e-01
  1.555802e-01    7.078903e+00   2.752739e-01
  1.570613e-01    7.177850e+00   2.932090e-01
  1.585425e-01    7.058572e+00   3.129651e-01
  1.600236e-01    7.082026e+00   2.936891e-01
  1.615047e-01    6.744469e+00   3.006117e-01
  1.629859e-01    6.628296e+00   3.341815e-01
  1.644670e-01    6.866968e+00   3.229451e-01
  1.659481e-01    7.149972e+00   3.972600e-01
  1.674292e-01    6.713820e+00   4.384435e-01
  1.689104e-01    6.720057e+00   3.500492e-01
  1.703915e-01    7.102654e+00   4.517558e-01
  1.718726e-01    6.865268e+00   3.995549e-01
  1.733537e-01    7.320564e+00   4.234222e-01
  1.748349e-01    6.376182e+00   5.525297e-01
  1.763160e-01    6.893028e+00   5.650996e-01
  1.777971e-01    6.541437e+00   4.753633e-01
  1.792783e-01    7.835913e+00   4.082013e-01
  1.807594e-01    6.705204e+00   4.986964e-01
  1.822405e-01    7.666938e+00   7.315664e-01
  1.837216e-01    7.228305e+00   4.945298e-01
  1.852028e-01    7.461354e+00   1.275573e+00
  1.866839e-01    5.582125e+00   8.941799e-01
  1.881650e-01    4.964775e+00   9.119165e-01
  1.896461e-01    4.140063e+00   5.640904e-04
