# == pyFAI calibration ==
# Distance Sample to Detector: 4.500115234375 m
# PONI: 4.721e-01, 4.464e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 4500.115 mm
# Center: x=59.522, y=62.942 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-03, 7.500e-03 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.9974700808525085e-09 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/lutzbueno_v/Documents/GitHub/pipeline_SANS1/Data_Py/analysis/det_4p5\integration/integ_080368_S_4p5m.dat
#       q_nm^-1              I           sigma 
  1.339199e-02    6.001035e+00   1.561784e+00
  1.487312e-02    7.096746e+00   2.025303e+00
  1.635425e-02    3.303877e+00   3.135334e-01
  1.783537e-02    3.059756e+00   4.033260e-01
  1.931650e-02    2.100756e+00   2.912687e-01
  2.079763e-02    1.778518e+00   2.106838e-01
  2.227876e-02    1.170783e+00   1.139361e-01
  2.375988e-02    1.423854e+00   1.640873e-01
  2.524101e-02    7.455941e-01   1.139012e-01
  2.672214e-02    9.667873e-01   1.124514e-01
  2.820327e-02    7.506142e-01   1.097263e-01
  2.968439e-02    6.891489e-01   1.102043e-01
  3.116552e-02    5.677456e-01   9.266930e-02
  3.264665e-02    5.915624e-01   9.591217e-02
  3.412778e-02    5.796371e-01   7.743727e-02
  3.560890e-02    4.806398e-01   8.093601e-02
  3.709003e-02    4.817000e-01   7.142764e-02
  3.857116e-02    5.258001e-01   8.852620e-02
  4.005229e-02    4.713649e-01   6.993067e-02
  4.153341e-02    3.920135e-01   6.708753e-02
  4.301454e-02    3.673801e-01   6.192254e-02
  4.449567e-02    5.116581e-01   7.194895e-02
  4.597679e-02    4.397247e-01   7.667819e-02
  4.745792e-02    2.835080e-01   5.369460e-02
  4.893905e-02    3.466501e-01   5.321433e-02
  5.042018e-02    3.470611e-01   5.912162e-02
  5.190130e-02    2.710374e-01   4.775737e-02
  5.338243e-02    2.354967e-01   4.335380e-02
  5.486356e-02    4.135248e-01   5.683140e-02
  5.634469e-02    2.936391e-01   4.580596e-02
  5.782581e-02    3.402796e-01   5.646555e-02
  5.930694e-02    3.145539e-01   5.021712e-02
  6.078807e-02    3.371876e-01   4.747985e-02
  6.226920e-02    2.772149e-01   4.791876e-02
  6.375032e-02    2.922470e-01   5.180966e-02
  6.523145e-02    2.167811e-01   3.797081e-02
  6.671258e-02    2.239978e-01   3.824604e-02
  6.819370e-02    2.713456e-01   4.469597e-02
  6.967483e-02    2.728517e-01   3.880389e-02
  7.115596e-02    2.948216e-01   4.407663e-02
  7.263709e-02    2.417933e-01   3.871275e-02
  7.411821e-02    3.158189e-01   4.457428e-02
  7.559934e-02    3.538378e-01   4.695883e-02
  7.708047e-02    2.710618e-01   3.764885e-02
  7.856160e-02    2.303403e-01   3.399783e-02
  8.004272e-02    1.619881e-01   3.040873e-02
  8.152385e-02    2.561297e-01   4.226124e-02
  8.300498e-02    2.149661e-01   3.398455e-02
  8.448611e-02    2.014436e-01   3.257963e-02
  8.596723e-02    2.350580e-01   3.646974e-02
  8.744836e-02    1.787990e-01   3.312342e-02
  8.892949e-02    3.149323e-01   4.122015e-02
  9.041061e-02    2.298372e-01   3.313838e-02
  9.189174e-02    2.149986e-01   3.597781e-02
  9.337287e-02    2.058630e-01   3.341132e-02
  9.485400e-02    2.279830e-01   3.316153e-02
  9.633512e-02    1.499176e-01   2.632597e-02
  9.781625e-02    2.122838e-01   3.125433e-02
  9.929738e-02    2.524335e-01   3.481742e-02
  1.007785e-01    1.321997e-01   2.611085e-02
  1.022596e-01    1.861344e-01   2.680621e-02
  1.037408e-01    1.936438e-01   3.116640e-02
  1.052219e-01    1.489677e-01   2.649675e-02
  1.067030e-01    1.961599e-01   2.979786e-02
  1.081841e-01    1.827798e-01   2.808902e-02
  1.096653e-01    1.314531e-01   2.334458e-02
  1.111464e-01    1.809212e-01   2.888659e-02
  1.126275e-01    2.049689e-01   2.852301e-02
  1.141087e-01    1.429244e-01   2.284159e-02
  1.155898e-01    1.534182e-01   2.511157e-02
  1.170709e-01    1.648212e-01   2.538113e-02
  1.185520e-01    1.409544e-01   2.192920e-02
  1.200332e-01    1.794508e-01   2.715949e-02
